name,clade,class
Gypsy72-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy73-I_DR,Gypsy,LTR Retrotransposon
Gypsy73-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy74-I_DR,Gypsy,LTR Retrotransposon
Gypsy74-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy75-I_DR,Gypsy,LTR Retrotransposon
Gypsy75-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy76-I_DR,Gypsy,LTR Retrotransposon
Gypsy76-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy77-I_DR,Gypsy,LTR Retrotransposon
Gypsy77-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy78-I_DR,Gypsy,LTR Retrotransposon
Gypsy78-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy79-I_DR,Gypsy,LTR Retrotransposon
Gypsy79-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy8-I_DR,Gypsy,LTR Retrotransposon
Gypsy8-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy80-I_DR,Gypsy,LTR Retrotransposon
Gypsy80-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy81-I_Dr,Gypsy,LTR Retrotransposon
Gypsy81-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy82-I_Dr,Gypsy,LTR Retrotransposon
Gypsy82-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy83-I_DR,Gypsy,LTR Retrotransposon
Gypsy83-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy84-I_DR,Gypsy,LTR Retrotransposon
Gypsy84-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy85-I_DR,Gypsy,LTR Retrotransposon
Gypsy85-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy86-I_DR,Gypsy,LTR Retrotransposon
Gypsy86-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy87-I_DR,Gypsy,LTR Retrotransposon
Gypsy87-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy88-I_DR,Gypsy,LTR Retrotransposon
Gypsy88-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy89-I_DR,Gypsy,LTR Retrotransposon
Gypsy89-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy9-I_DR,Gypsy,LTR Retrotransposon
Gypsy9-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy90-I_DR,Gypsy,LTR Retrotransposon
Gypsy90-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy91-I_DR,Gypsy,LTR Retrotransposon
Gypsy91-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy92-I_DR,Gypsy,LTR Retrotransposon
Gypsy92-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy93-I_DR,Gypsy,LTR Retrotransposon
Gypsy93-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy94-I_DR,Gypsy,LTR Retrotransposon
Gypsy94-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy95-I_DR,Gypsy,LTR Retrotransposon
Gypsy95-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy96-I_DR,Gypsy,LTR Retrotransposon
Gypsy96-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy97-I_DR,Gypsy,LTR Retrotransposon
Gypsy97-LTR-B_DR,Gypsy,LTR Retrotransposon
Gypsy97-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy98-I_Dr,Gypsy,LTR Retrotransposon
Gypsy98-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy99-I_DR,Gypsy,LTR Retrotransposon
Gypsy99-LTR_DR,Gypsy,LTR Retrotransposon
GYPSYDR1,Gypsy,LTR Retrotransposon
GYPSYDR1_LTR,Gypsy,LTR Retrotransposon
GYPSYDR2,Gypsy,LTR Retrotransposon
GYPSYDR2_LTR,Gypsy,LTR Retrotransposon
Harbiner-N25B_DR,Harbinger,DNA transposon
Harbinger-1N1_DR,Harbinger,DNA transposon
Harbinger-1_DR,Harbinger,DNA transposon
Harbinger-2N1_DR,Harbinger,DNA transposon
Harbinger-2N2_DR,Harbinger,DNA transposon
Harbinger-2_DR,Harbinger,DNA transposon
Harbinger-3N2_DR,Harbinger,DNA transposon
Harbinger-3_DR,Harbinger,DNA transposon
Harbinger-4N1B_DR,Harbinger,DNA transposon
Harbinger-4N1C_DR,Harbinger,DNA transposon
Harbinger-4N1_DR,Harbinger,DNA transposon
Harbinger-4_DR,Harbinger,DNA transposon
Harbinger-5N1B_DR,Harbinger,DNA transposon
Harbinger-5N1_DR,Harbinger,DNA transposon
Harbinger-5_DR,Harbinger,DNA transposon
Harbinger-6_DR,Harbinger,DNA transposon
Harbinger-7_DR,Harbinger,DNA transposon
Harbinger-8N1_DR,Harbinger,DNA transposon
Harbinger-8N2_DR,Harbinger,DNA transposon
Harbinger-8_DR,Harbinger,DNA transposon
Harbinger-N10_DR,Harbinger,DNA transposon
Harbinger-N11_DR,Harbinger,DNA transposon
Harbinger-N12_DR,Harbinger,DNA transposon
Harbinger-N13B_DR,Harbinger,DNA transposon
Harbinger-N13_DR,Harbinger,DNA transposon
Harbinger-N14_DR,Harbinger,DNA transposon
Harbinger-N15_DR,Harbinger,DNA transposon
Harbinger-N16B_DR,Harbinger,DNA transposon
Harbinger-N16_DR,Harbinger,DNA transposon
Harbinger-N17_DR,Harbinger,DNA transposon
Harbinger-N18_DR,Harbinger,DNA transposon
Harbinger-N19_DR,Harbinger,DNA transposon
Harbinger-N20_DR,Harbinger,DNA transposon
Harbinger-N22_DR,Harbinger,DNA transposon
Harbinger-N23_DR,Harbinger,DNA transposon
Harbinger-N24_DR,Harbinger,DNA transposon
Harbinger-N25_DR,Harbinger,DNA transposon
Harbinger-N26_DR,Harbinger,DNA transposon
Harbinger-N27_DR,Harbinger,DNA transposon
Harbinger-N28_DR,Harbinger,DNA transposon
Harbinger-N29B_DR,Harbinger,DNA transposon
Harbinger-N29_DR,Harbinger,DNA transposon
Harbinger-N30_DR,Harbinger,DNA transposon
Harbinger-N31B_DR,Harbinger,DNA transposon
Harbinger-N31C_DR,Harbinger,DNA transposon
Harbinger-N31_DR,Harbinger,DNA transposon
Harbinger-N32_DR,Harbinger,DNA transposon
Harbinger-N9_DR,Harbinger,DNA transposon
HARBINGER1_DR,Harbinger,DNA transposon
HARBINGER2N_DR,Harbinger,DNA transposon
HARBINGER2_DR,Harbinger,DNA transposon
HARBINGER3NB_DR,Harbinger,DNA transposon
HARBINGER3N_DR,Harbinger,DNA transposon
HARBINGER3_DR,Harbinger,DNA transposon
HARBINGERN1_DR,Harbinger,DNA transposon
HARBINGERN2B_DR,Harbinger,DNA transposon
HARBINGERN2C_DR,Harbinger,DNA transposon
HARBINGERN2_DR,Harbinger,DNA transposon
HARBINGERN3B_DR,Harbinger,DNA transposon
HARBINGERN3_DR,Harbinger,DNA transposon
HARBINGERN4_DR,Harbinger,DNA transposon
HARBINGERN5_DR,Harbinger,DNA transposon
HarbingerN6B_DR,Harbinger,DNA transposon
HARBINGERN6_DR,Harbinger,DNA transposon
HARBINGERN7_DR,Kolobok,DNA transposon
HARBINGERN8_DR,Harbinger,DNA transposon
hAT-10_DR,hAT,DNA transposon
hAT-11_DR,hAT,DNA transposon
hAT-12_DR,hAT,DNA transposon
hAT-13_DR,hAT,DNA transposon
hAT-14_DR,hAT,DNA transposon
hAT-15_DR,hAT,DNA transposon
hAT-16_DR,hAT,DNA transposon
hAT-17_DR,hAT,DNA transposon
hAT-19_DR,hAT,DNA transposon
hAT-20_DR,hAT,DNA transposon
hAT-21_DR,hAT,DNA transposon
hAT-22_DR,hAT,DNA transposon
hAT-23_DR,hAT,DNA transposon
hAT-24N1_DR,hAT,DNA transposon
hAT-24_DR,hAT,DNA transposon
hAT-25N1_DR,hAT,DNA transposon
hAT-25_DR,hAT,DNA transposon
hAT-26_DR,hAT,DNA transposon
hAT-27N1_DR,hAT,DNA transposon
hAT-27_DR,hAT,DNA transposon
hAT-28N1_DR,hAT,DNA transposon
hAT-28_DR,hAT,DNA transposon
hAT-29_DR,hAT,DNA transposon
hAT-2n1_DR,hAT,DNA transposon
hAT-2_DR,hAT,DNA transposon
hAT-30N1_DR,hAT,DNA transposon
hAT-30_DR,hAT,DNA transposon
hAT-31_DR,hAT,DNA transposon
hAT-32N1B_DR,hAT,DNA transposon
hAT-32N1_DR,hAT,DNA transposon
hAT-32_DR,hAT,DNA transposon
hAT-33N1_DR,hAT,DNA transposon
hAT-33_DR,hAT,DNA transposon
hAT-34_DR,hAT,DNA transposon
hAT-3N1A_DR,hAT,DNA transposon
hAT-3N1B_DR,hAT,DNA transposon
hAT-3_DR,hAT,DNA transposon
hAT-4_DR,hAT,DNA transposon
hAT-5_DR,hAT,DNA transposon
hAT-6_DR,hAT,DNA transposon
hAT-7_DR,hAT,DNA transposon
hAT-8_DR,hAT,DNA transposon
hAT-9_DR,hAT,DNA transposon
hAT-N100B_DR,hAT,DNA transposon
hAT-N100_DR,hAT,DNA transposon
hAT-N101_DR,hAT,DNA transposon
hAT-N102B_DR,hAT,DNA transposon
hAT-N102_DR,hAT,DNA transposon
hAT-N103_DR,hAT,DNA transposon
hAT-N104_DR,hAT,DNA transposon
hAT-N105_DR,hAT,DNA transposon
hAT-N106B_DR,hAT,DNA transposon
hAT-N106_DR,hAT,DNA transposon
hAT-N107_DR,hAT,DNA transposon
hAT-N108_DR,hAT,DNA transposon
hAT-N109_DR,hAT,DNA transposon
hAT-N110_DR,hAT,DNA transposon
hAT-N111_DR,hAT,DNA transposon
hAT-N112_DR,hAT,DNA transposon
hAT-N113_DR,hAT,DNA transposon
hAT-N114_DR,hAT,DNA transposon
hAT-N115_DR,hAT,DNA transposon
hAT-N116_DR,hAT,DNA transposon
hAT-N117_DR,hAT,DNA transposon
hAT-N118_DR,hAT,DNA transposon
hAT-N119_DR,hAT,DNA transposon
hAT-N120_DR,hAT,DNA transposon
hAT-N121_DR,hAT,DNA transposon
hAT-N122_DR,hAT,DNA transposon
hAT-N123_DR,hAT,DNA transposon
hAT-N124_DR,hAT,DNA transposon
hAT-N125_DR,hAT,DNA transposon
hAT-N126B_DR,hAT,DNA transposon
hAT-N126C_DR,hAT,DNA transposon
hAT-N126D_DR,hAT,DNA transposon
hAT-N126_DR,hAT,DNA transposon
hAT-N127_DR,hAT,DNA transposon
hAT-N128_DR,hAT,DNA transposon
hAT-N129_DR,hAT,DNA transposon
hAT-N130_DR,hAT,DNA transposon
hAT-N131_DR,hAT,DNA transposon
hAT-N132_DR,hAT,DNA transposon
hAT-N133_DR,hAT,DNA transposon
hAT-N134B_DR,hAT,DNA transposon
hAT-N134_DR,hAT,DNA transposon
hAT-N135_DR,hAT,DNA transposon
hAT-N136_DR,hAT,DNA transposon
hAT-N137_DR,hAT,DNA transposon
hAT-N138B_DR,hAT,DNA transposon
hAT-N138_DR,hAT,DNA transposon
hAT-N139_DR,hAT,DNA transposon
hAT-N140_DR,hAT,DNA transposon
hAT-N141_DR,hAT,DNA transposon
hAT-N142B_DR,hAT,DNA transposon
hAT-N142_DR,hAT,DNA transposon
hAT-N143_DR,hAT,DNA transposon
hAT-N145_DR,hAT,DNA transposon
hAT-N146_DR,hAT,DNA transposon
hAT-N147_DR,hAT,DNA transposon
hAT-N148_DR,hAT,DNA transposon
hAT-N149_DR,hAT,DNA transposon
hAT-N150_DR,hAT,DNA transposon
hAT-N151_DR,hAT,DNA transposon
hAT-N152_DR,hAT,DNA transposon
hAT-N153_DR,hAT,DNA transposon
hAT-N154_DR,hAT,DNA transposon
hAT-N155B_DR,hAT,DNA transposon
hAT-N155_DR,hAT,DNA transposon
hAT-N156_DR,hAT,DNA transposon
hAT-N157_DR,hAT,DNA transposon
hAT-N158_DR,hAT,DNA transposon
hAT-N159B_DR,hAT,DNA transposon
hAT-N159_DR,hAT,DNA transposon
hAT-N160B_DR,hAT,DNA transposon
hAT-N160_DR,hAT,DNA transposon
hAT-N161_DR,hAT,DNA transposon
hAT-N162B_DR,hAT,DNA transposon
hAT-N162_DR,hAT,DNA transposon
hAT-N163B_DR,hAT,DNA transposon
hAT-N163C_DR,hAT,DNA transposon
hAT-N163_DR,hAT,DNA transposon
hAT-N164B_DR,hAT,DNA transposon
hAT-N164_DR,hAT,DNA transposon
hAT-N165B_DR,hAT,DNA transposon
hAT-N165_DR,hAT,DNA transposon
hAT-N166_DR,hAT,DNA transposon
hAT-N167B_DR,hAT,DNA transposon
hAT-N167_DR,hAT,DNA transposon
hAT-N168B_DR,hAT,DNA transposon
hAT-N168_DR,hAT,DNA transposon
hAT-N169_DR,hAT,DNA transposon
hAT-N170_DR,hAT,DNA transposon
hAT-N171_DR,hAT,DNA transposon
hAT-N172_DR,hAT,DNA transposon
hAT-N173_DR,hAT,DNA transposon
hAT-N174_DR,hAT,DNA transposon
hAT-N175_DR,hAT,DNA transposon
hAT-N176_DR,hAT,DNA transposon
hAT-N177B_DR,hAT,DNA transposon
hAT-N177C_DR,hAT,DNA transposon
hAT-N177_DR,hAT,DNA transposon
hAT-N178B_DR,hAT,DNA transposon
hAT-N178_DR,hAT,DNA transposon
hAT-N179_DR,hAT,DNA transposon
hAT-N180_DR,hAT,DNA transposon
hAT-N181_DR,hAT,DNA transposon
hAT-N182_DR,hAT,DNA transposon
hAT-N183_DR,hAT,DNA transposon
hAT-N184_DR,hAT,DNA transposon
hAT-N185B_DR,hAT,DNA transposon
hAT-N185C_DR,hAT,DNA transposon
hAT-N185_DR,hAT,DNA transposon
hAT-N186_DR,hAT,DNA transposon
hAT-N187_DR,hAT,DNA transposon
hAT-N188_DR,hAT,DNA transposon
hAT-N189_DR,hAT,DNA transposon
hAT-N18_DR,hAT,DNA transposon
hAT-N190B_DR,hAT,DNA transposon
hAT-N190_DR,hAT,DNA transposon
hAT-N191_DR,hAT,DNA transposon
hAT-N192_DR,hAT,DNA transposon
hAT-N193_DR,hAT,DNA transposon
hAT-N194_DR,hAT,DNA transposon
hAT-N195_DR,hAT,DNA transposon
hAT-N196_DR,hAT,DNA transposon
hAT-N197_DR,hAT,DNA transposon
hAT-N198_DR,hAT,DNA transposon
hAT-N199_DR,hAT,DNA transposon
hAT-N19_DR,hAT,DNA transposon
hAT-N201_DR,hAT,DNA transposon
hAT-N202_DR,hAT,DNA transposon
hAT-N203_DR,hAT,DNA transposon
hAT-N20_DR,hAT,DNA transposon
hAT-N21B_DR,hAT,DNA transposon
hAT-N21_DR,hAT,DNA transposon
hAT-N22B_DR,hAT,DNA transposon
hAT-N22C_DR,hAT,DNA transposon
hAT-N22_DR,hAT,DNA transposon
hAT-N23_DR,hAT,DNA transposon
hAT-N25B_DR,hAT,DNA transposon
hAT-N25_DR,hAT,DNA transposon
hAT-N26_DR,hAT,DNA transposon
hAT-N29_DR,hAT,DNA transposon
hAT-N30_DR,hAT,DNA transposon
hAT-N31_DR,hAT,DNA transposon
hAT-N32B_DR,hAT,DNA transposon
hAT-N32C_DR,hAT,DNA transposon
hAT-N32D_DR,hAT,DNA transposon
hAT-N32E_DR,hAT,DNA transposon
hAT-N32_DR,hAT,DNA transposon
hAT-N34B_DR,hAT,DNA transposon
hAT-N34_DR,hAT,DNA transposon
hAT-N35B_DR,hAT,DNA transposon
hAT-N35C_DR,hAT,DNA transposon
hAT-N35D_DR,hAT,DNA transposon
hAT-N35_DR,hAT,DNA transposon
hAT-N36B_DR,hAT,DNA transposon
hAT-N36C_DR,hAT,DNA transposon
hAT-N36_DR,hAT,DNA transposon
hAT-N37_DR,hAT,DNA transposon
hAT-N38_DR,hAT,DNA transposon
hAT-N39_DR,hAT,DNA transposon
hAT-N40_DR,hAT,DNA transposon
hAT-N41B_DR,hAT,DNA transposon
hAT-N41_DR,hAT,DNA transposon
hAT-N42B_DR,hAT,DNA transposon
hAT-N42C_DR,hAT,DNA transposon
hAT-N42_DR,hAT,DNA transposon
hAT-N44B_DR,hAT,DNA transposon
hAT-N44_DR,hAT,DNA transposon
hAT-N45B_DR,hAT,DNA transposon
hAT-N45C_DR,hAT,DNA transposon
hAT-N45_DR,hAT,DNA transposon
hAT-N46_DR,hAT,DNA transposon
hAT-N47B_DR,hAT,DNA transposon
hAT-N47C_DR,hAT,DNA transposon
hAT-N47_DR,hAT,DNA transposon
hAT-N48B_DR,hAT,DNA transposon
hAT-N48C_DR,hAT,DNA transposon
hAT-N48D_DR,hAT,DNA transposon
hAT-N48_DR,hAT,DNA transposon
hAT-N49_DR,hAT,DNA transposon
hAT-N4C_DR,hAT,DNA transposon
hAT-N50B_DR,hAT,DNA transposon
hAT-N50_DR,hAT,DNA transposon
hAT-N51_DR,hAT,DNA transposon
hAT-N52B_DR,hAT,DNA transposon
hAT-N52C_DR,hAT,DNA transposon
hAT-N52_DR,hAT,DNA transposon
hAT-N53B_DR,hAT,DNA transposon
hAT-N53_DR,hAT,DNA transposon
hAT-N54B_DR,hAT,DNA transposon
hAT-N54_DR,hAT,DNA transposon
hAT-N55_DR,hAT,DNA transposon
hAT-N56_DR,hAT,DNA transposon
hAT-N57_DR,hAT,DNA transposon
hAT-N58B_DR,hAT,DNA transposon
hAT-N58C_DR,hAT,DNA transposon
hAT-N58D_DR,hAT,DNA transposon
hAT-N58_DR,hAT,DNA transposon
hAT-N59B_DR,hAT,DNA transposon
hAT-N59_DR,hAT,DNA transposon
hAT-N60_DR,hAT,DNA transposon
hAT-N61_DR,hAT,DNA transposon
hAT-N62_DR,hAT,DNA transposon
hAT-N63_DR,hAT,DNA transposon
hAT-N64B_DR,hAT,DNA transposon
hAT-N64_DR,hAT,DNA transposon
hAT-N65_DR,hAT,DNA transposon
hAT-N66B_DR,hAT,DNA transposon
hAT-N66_DR,hAT,DNA transposon
hAT-N67_DR,hAT,DNA transposon
hAT-N68_DR,hAT,DNA transposon
hAT-N69_DR,hAT,DNA transposon
hAT-N70_DR,hAT,DNA transposon
hAT-N72_DR,hAT,DNA transposon
hAT-N73_DR,hAT,DNA transposon
hAT-N74_DR,hAT,DNA transposon
hAT-N75_DR,hAT,DNA transposon
hAT-N77_DR,hAT,DNA transposon
hAT-N78_DR,hAT,DNA transposon
hAT-N79_DR,hAT,DNA transposon
hAT-N80_DR,hAT,DNA transposon
hAT-N81_DR,hAT,DNA transposon
hAT-N82_DR,hAT,DNA transposon
hAT-N83_DR,hAT,DNA transposon
hAT-N85B_DR,hAT,DNA transposon
hAT-N85_DR,hAT,DNA transposon
hAT-N86_DR,hAT,DNA transposon
hAT-N87_DR,hAT,DNA transposon
hAT-N88_DR,hAT,DNA transposon
hAT-N89B_DR,hAT,DNA transposon
hAT-N89_DR,hAT,DNA transposon
hAT-N90_DR,hAT,DNA transposon
hAT-N91_DR,hAT,DNA transposon
hAT-N92_DR,hAT,DNA transposon
hAT-N93_DR,hAT,DNA transposon
hAT-N94_DR,hAT,DNA transposon
hAT-N95_DR,hAT,DNA transposon
hAT-N96_DR,hAT,DNA transposon
hAT-N97_DR,hAT,DNA transposon
hAT-N98_DR,hAT,DNA transposon
hAT-N99_DR,hAT,DNA transposon
HAT1-N1B_DR,hAT,DNA transposon
HAT1N_DR,hAT,DNA transposon
HAT1_DR,hAT,DNA transposon
hAT5-N1_DR,hAT,DNA transposon
hAT5-N2B_DR,hAT,DNA transposon
hAT5-N2_DR,hAT,DNA transposon
hATN-28_DRe,hAT,DNA transposon
HATN10B_DR,hAT,DNA transposon
HATN10_DR,hAT,DNA transposon
HATN11B_DR,hAT,DNA transposon
HATN11_DR,hAT,DNA transposon
HATN12B_DR,hAT,DNA transposon
HATN12_DR,hAT,DNA transposon
HATN13B_DR,hAT,DNA transposon
hATN13C_DR,hAT,DNA transposon
HATN13_DR,hAT,DNA transposon
HATN15_DR,hAT,DNA transposon
HATN16_DR,hAT,DNA transposon
HATN17_DR,hAT,DNA transposon
HATN1_DR,hAT,DNA transposon
HATN2_DR,hAT,DNA transposon
HATN3B_DR,hAT,DNA transposon
HATN3_DR,hAT,DNA transposon
hATN4B_DR,hAT,DNA transposon
HATN4_DR,hAT,DNA transposon
HATN5A_DR,hAT,DNA transposon
HATN5_DR,hAT,DNA transposon
HATN6_DR,hAT,DNA transposon
hATN78B_DR,hAT,DNA transposon
HATN7_DR,hAT,DNA transposon
HATN8_DR,hAT,DNA transposon
hATN96B_DR,hAT,DNA transposon
HE1_DR1,SINE,Non-LTR Retrotransposon
HE2_DR,SINE,Non-LTR Retrotransposon
Helitron-1N1_DR,Helitron,DNA transposon
Helitron-1N2_DR,Helitron,DNA transposon
Helitron-1N3_DR,Helitron,DNA transposon
Helitron-1N4_DR,Helitron,DNA transposon
Helitron-1_DR,Helitron,DNA transposon
Helitron-2_DR,Helitron,DNA transposon
Helitron-3_DR,Helitron,DNA transposon
Helitron-4_DR,Helitron,DNA transposon
Helitron-5_DR,Helitron,DNA transposon
Helitron-N1_DR,Helitron,DNA transposon
Helitron-N2_DR,Helitron,DNA transposon
Helitron-N3B_DR,Helitron,DNA transposon
Helitron-N3_DR,Helitron,DNA transposon
Helitron-N4_DR,Helitron,DNA transposon
Helitron-N5B_DR,Helitron,DNA transposon
Helitron-N5_DR,Helitron,DNA transposon
HERO-2_DR,Hero,Non-LTR Retrotransposon
HERO-3_DR,Hero,Non-LTR Retrotransposon
HERO-4_DR,Hero,Non-LTR Retrotransposon
HERODr,Hero,Non-LTR Retrotransposon
I-1_DR,Nimb,Non-LTR Retrotransposon
I-3_DR,Nimb,Non-LTR Retrotransposon
I-4_DR,Nimb,Non-LTR Retrotransposon
IS3EU-1N1_DR,IS3EU,DNA transposon
IS3EU-1_DR,IS3EU,DNA transposon
IS3EU-2_DR,IS3EU,DNA transposon
IS3EU-3_DR,IS3EU,DNA transposon
IS3EU-4N_DR,IS3EU,DNA transposon
IS3EU-4_DR,IS3EU,DNA transposon
IS3EU-5_DR,IS3EU,DNA transposon
IS3EU-6_DR,IS3EU,DNA transposon
IS3EU-N1_DR,IS3EU,DNA transposon
IS4EU-1_DR,ISL2EU,DNA transposon
IS4EU-2_DR,ISL2EU,DNA transposon
ISL2EU-1_DR,ISL2EU,DNA transposon
KenoDr1,Tx1,Non-LTR Retrotransposon
KibiDr1,Tx1,Non-LTR Retrotransposon
KibiDr2,Tx1,Non-LTR Retrotransposon
Kolobok-1N1_DR,Kolobok,DNA transposon
Kolobok-1N2_DR,Kolobok,DNA transposon
Kolobok-1N3_DR,Kolobok,DNA transposon
Kolobok-1_DR,Kolobok,DNA transposon
Kolobok-2_DR,Kolobok,DNA transposon
Kolobok-3_DR,Kolobok,DNA transposon
Kolobok-4N1_DR,Kolobok,DNA transposon
Kolobok-4_DR,Kolobok,DNA transposon
Kolobok-N10B_DR,Kolobok,DNA transposon
Kolobok-N10C_DR,Kolobok,DNA transposon
Kolobok-N10_DR,Kolobok,DNA transposon
Kolobok-N11_DR,Kolobok,DNA transposon
Kolobok-N12_DR,Kolobok,DNA transposon
Kolobok-N13_DR,Kolobok,DNA transposon
Kolobok-N14B_DR,Kolobok,DNA transposon
Kolobok-N14_DR,Kolobok,DNA transposon
Kolobok-N15_DR,Kolobok,DNA transposon
Kolobok-N16B_DR,Kolobok,DNA transposon
Kolobok-N16_DR,Kolobok,DNA transposon
Kolobok-N17_DR,Kolobok,DNA transposon
Kolobok-N1_DR,Kolobok,DNA transposon
Kolobok-N2A_DR,Kolobok,DNA transposon
Kolobok-N2B_DR,Kolobok,DNA transposon
Kolobok-N2C_DR,Kolobok,DNA transposon
Kolobok-N2_DR,Kolobok,DNA transposon
Kolobok-N3_DR,Kolobok,DNA transposon
Kolobok-N4_DR,Kolobok,DNA transposon
Kolobok-N5_DR,Kolobok,DNA transposon
Kolobok-N6_DR,Kolobok,DNA transposon
Kolobok-N7B_DR,Kolobok,DNA transposon
Kolobok-N7_DR,Kolobok,DNA transposon
Kolobok-N8_DRe,Kolobok,DNA transposon
Kolobok-N9_DR,Kolobok,DNA transposon
KolobokN78B_DR,Kolobok,DNA transposon
L1-100_DR,L1,Non-LTR Retrotransposon
L1-101_DR,L1,Non-LTR Retrotransposon
L1-102_DR,L1,Non-LTR Retrotransposon
L1-103_DR,L1,Non-LTR Retrotransposon
L1-104_DR,L1,Non-LTR Retrotransposon
L1-105_DR,L1,Non-LTR Retrotransposon
L1-106_DR,L1,Non-LTR Retrotransposon
L1-107_DR,L1,Non-LTR Retrotransposon
L1-108_DR,L1,Non-LTR Retrotransposon
L1-109_DR,L1,Non-LTR Retrotransposon
L1-10_DR,L1,Non-LTR Retrotransposon
L1-110_DR,L1,Non-LTR Retrotransposon
L1-111_DR,L1,Non-LTR Retrotransposon
L1-112_DR,L1,Non-LTR Retrotransposon
L1-113_DR,L1,Non-LTR Retrotransposon
L1-114_DR,L1,Non-LTR Retrotransposon
L1-115_DR,L1,Non-LTR Retrotransposon
L1-116_DR,L1,Non-LTR Retrotransposon
L1-117_DR,L1,Non-LTR Retrotransposon
L1-118_DR,L1,Non-LTR Retrotransposon
L1-119_DR,L1,Non-LTR Retrotransposon
L1-11_DR,L1,Non-LTR Retrotransposon
L1-120_DR,L1,Non-LTR Retrotransposon
L1-121_DR,L1,Non-LTR Retrotransposon
L1-122_DR,L1,Non-LTR Retrotransposon
L1-123_DR,L1,Non-LTR Retrotransposon
L1-124_DR,L1,Non-LTR Retrotransposon
L1-125_DR,L1,Non-LTR Retrotransposon
L1-126_DR,L1,Non-LTR Retrotransposon
L1-127_DR,L1,Non-LTR Retrotransposon
L1-128_DR,L1,Non-LTR Retrotransposon
L1-129_DR,L1,Non-LTR Retrotransposon
L1-12_DR,L1,Non-LTR Retrotransposon
L1-130_DR,L1,Non-LTR Retrotransposon
L1-131_DR,L1,Non-LTR Retrotransposon
L1-132_DR,L1,Non-LTR Retrotransposon
L1-133_DR,L1,Non-LTR Retrotransposon
L1-134_DR,L1,Non-LTR Retrotransposon
L1-135_DR,L1,Non-LTR Retrotransposon
L1-136_DR,L1,Non-LTR Retrotransposon
L1-137_DR,L1,Non-LTR Retrotransposon
L1-138_DR,L1,Non-LTR Retrotransposon
L1-139_DR,L1,Non-LTR Retrotransposon
L1-13_DR,L1,Non-LTR Retrotransposon
L1-14_DR,L1,Non-LTR Retrotransposon
L1-15_DR,L1,Non-LTR Retrotransposon
L1-16_DR,L1,Non-LTR Retrotransposon
L1-17_DR,L1,Non-LTR Retrotransposon
L1-18_DR,L1,Non-LTR Retrotransposon
L1-19_DR,L1,Non-LTR Retrotransposon
L1-1_DR,L1,Non-LTR Retrotransposon
L1-20_DR,L1,Non-LTR Retrotransposon
L1-21_DR,L1,Non-LTR Retrotransposon
L1-22_DR,L1,Non-LTR Retrotransposon
L1-23_DR,L1,Non-LTR Retrotransposon
L1-24_DR,L1,Non-LTR Retrotransposon
L1-25_DR,L1,Non-LTR Retrotransposon
L1-26_DR,L1,Non-LTR Retrotransposon
L1-27_DR,L1,Non-LTR Retrotransposon
L1-28_DR,L1,Non-LTR Retrotransposon
L1-29_DR,L1,Non-LTR Retrotransposon
L1-2_DR,Tx1,Non-LTR Retrotransposon
L1-30_DR,L1,Non-LTR Retrotransposon
L1-31_DR,L1,Non-LTR Retrotransposon
L1-32_DR,L1,Non-LTR Retrotransposon
L1-33_DR,L1,Non-LTR Retrotransposon
L1-34_DR,L1,Non-LTR Retrotransposon
L1-35_DR,L1,Non-LTR Retrotransposon
L1-36_DR,L1,Non-LTR Retrotransposon
L1-37_DR,L1,Non-LTR Retrotransposon
L1-38_DR,L1,Non-LTR Retrotransposon
L1-39_DR,L1,Non-LTR Retrotransposon
L1-3_DR,Tx1,Non-LTR Retrotransposon
L1-40_DR,L1,Non-LTR Retrotransposon
L1-42_DR,L1,Non-LTR Retrotransposon
L1-43_DR,L1,Non-LTR Retrotransposon
L1-44_DR,L1,Non-LTR Retrotransposon
