name,clade,class
ERV1-N3C-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N3D-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N4-I_DR,ERV1,Endogenous Retrovirus
ERV1-N4-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N5-I_DR,ERV1,Endogenous Retrovirus
ERV1-N5-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N6-I_DR,ERV1,Endogenous Retrovirus
ERV1-N6-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N7-I_DR,ERV1,Endogenous Retrovirus
ERV1-N7-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N8-I_DR,ERV1,Endogenous Retrovirus
ERV1-N8-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N9-I_DR,ERV1,Endogenous Retrovirus
ERV1-N9-LTR_DR,ERV1,Endogenous Retrovirus
ERV1-N9B-LTR_DR,ERV1,Endogenous Retrovirus
ERV2-I_DR,ERV2,Endogenous Retrovirus
ERV2-LTR_DR,ERV2,Endogenous Retrovirus
ERV2B-LTR_DR,ERV2,Endogenous Retrovirus
ERV3_DR-I,ERV1,Endogenous Retrovirus
ERV4_DR-I,ERV1,Endogenous Retrovirus
ERV4_DR-LTR,ERV1,Endogenous Retrovirus
ERV5_DR_LTR,ERV1,Endogenous Retrovirus
EXPANDER1_DR,RTE,Non-LTR Retrotransposon
Ginger1-1N1_DR,Ginger1,DNA transposon
Ginger1-1_DR,Ginger1,DNA transposon
Ginger1-2_DR,Ginger1,DNA transposon
Ginger1-N1_DR,Ginger1,DNA transposon
Gypsy-110_DR-I,Gypsy,LTR Retrotransposon
Gypsy-110_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-111_DR-I,Gypsy,LTR Retrotransposon
Gypsy-111_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-115-I_DR,Gypsy,LTR Retrotransposon
Gypsy-115-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-116-I_DR,Gypsy,LTR Retrotransposon
Gypsy-116-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-117-I_DR,Gypsy,LTR Retrotransposon
Gypsy-117-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-126_DR-I,Gypsy,LTR Retrotransposon
Gypsy-126_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-129_DR-I,Gypsy,LTR Retrotransposon
Gypsy-129_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-130_DR-I,Gypsy,LTR Retrotransposon
Gypsy-130_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-131_DR-I,Gypsy,LTR Retrotransposon
Gypsy-131_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-14-I_DR,Gypsy,LTR Retrotransposon
Gypsy-14-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-15-I_DR,Gypsy,LTR Retrotransposon
Gypsy-15-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-150-LTRb_DR,Gypsy,LTR Retrotransposon
Gypsy-16-I_DR,Gypsy,LTR Retrotransposon
Gypsy-16-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-162_DR-I,Gypsy,LTR Retrotransposon
Gypsy-162_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-165-I_DR,Gypsy,LTR Retrotransposon
Gypsy-165-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-166-I_DR,Gypsy,LTR Retrotransposon
Gypsy-166-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-166B_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-167-I_DR,Gypsy,LTR Retrotransposon
Gypsy-167-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-168-I_DR,Gypsy,LTR Retrotransposon
Gypsy-168-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-168B_DR-I,Gypsy,LTR Retrotransposon
Gypsy-168B_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-169-I_DR,Gypsy,LTR Retrotransposon
Gypsy-169-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-17-I_DR,Gypsy,LTR Retrotransposon
Gypsy-17-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-170-I_DR,Gypsy,LTR Retrotransposon
Gypsy-170-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-171-I_DR,Gypsy,LTR Retrotransposon
Gypsy-171-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-171_DR-I,Gypsy,LTR Retrotransposon
Gypsy-172_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-173_DR,Gypsy,LTR Retrotransposon
Gypsy-173_DR-I,Gypsy,LTR Retrotransposon
Gypsy-173_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-174_DR-I,Gypsy,LTR Retrotransposon
Gypsy-174_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-175_DR-I,Gypsy,LTR Retrotransposon
Gypsy-175_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-176_DR-I,Gypsy,LTR Retrotransposon
Gypsy-176_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-177_DR-I,Gypsy,LTR Retrotransposon
Gypsy-177_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-178_DR-I,Gypsy,LTR Retrotransposon
Gypsy-178_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-179_DR-I,Gypsy,LTR Retrotransposon
Gypsy-179_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-18-I_DR,Gypsy,LTR Retrotransposon
Gypsy-18-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-180_DR-I,Gypsy,LTR Retrotransposon
Gypsy-180_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-181_DR-I,Gypsy,LTR Retrotransposon
Gypsy-181_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-182_DR-I,Gypsy,LTR Retrotransposon
Gypsy-182_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-183_DR-I,Gypsy,LTR Retrotransposon
Gypsy-183_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-184_DR-I,Gypsy,LTR Retrotransposon
Gypsy-184_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-185_DR-I,Gypsy,LTR Retrotransposon
Gypsy-185_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-186_DR-I,Gypsy,LTR Retrotransposon
Gypsy-186_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-187_DR-I,Gypsy,LTR Retrotransposon
Gypsy-187_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-188_DR-I,Gypsy,LTR Retrotransposon
Gypsy-188_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-189_DR-I,Gypsy,LTR Retrotransposon
Gypsy-189_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-19-I_DR,Gypsy,LTR Retrotransposon
Gypsy-19-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-190_DR-I,Gypsy,LTR Retrotransposon
Gypsy-190_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-191_DR-I,Gypsy,LTR Retrotransposon
Gypsy-191_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-192_DR-I,Gypsy,LTR Retrotransposon
Gypsy-192_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-193_DR-I,Gypsy,LTR Retrotransposon
Gypsy-193_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-194B_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-194_DR-I,Gypsy,LTR Retrotransposon
Gypsy-194_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-195_DR-I,Gypsy,LTR Retrotransposon
Gypsy-195_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-196_DR-I,Gypsy,LTR Retrotransposon
Gypsy-196_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-197_DR-I,Gypsy,LTR Retrotransposon
Gypsy-197_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-198_DR-I,Gypsy,LTR Retrotransposon
Gypsy-198_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-199_DR-I,Gypsy,LTR Retrotransposon
Gypsy-199_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-20-I_DR,Gypsy,LTR Retrotransposon
Gypsy-20-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-200_DR-I,Gypsy,LTR Retrotransposon
Gypsy-200_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-201_DR-I,Gypsy,LTR Retrotransposon
Gypsy-201_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-202_DR-I,Gypsy,LTR Retrotransposon
Gypsy-203_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-204_DR-I,Gypsy,LTR Retrotransposon
Gypsy-204_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-205_DR-I,Gypsy,LTR Retrotransposon
Gypsy-206_DR-I,Gypsy,LTR Retrotransposon
Gypsy-206_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-207_DR-I,Gypsy,LTR Retrotransposon
Gypsy-207_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-208_DR-I,Gypsy,LTR Retrotransposon
Gypsy-208_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-209_DR-I,Gypsy,LTR Retrotransposon
Gypsy-209_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-21-I_DR,Gypsy,LTR Retrotransposon
Gypsy-21-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-210_DR-I,Gypsy,LTR Retrotransposon
Gypsy-210_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-211_DR-I,Gypsy,LTR Retrotransposon
Gypsy-211_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-212_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-213_DR-I,Gypsy,LTR Retrotransposon
Gypsy-213_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-214_DR-I,Gypsy,LTR Retrotransposon
Gypsy-215_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-216_DR-I,Gypsy,LTR Retrotransposon
Gypsy-216_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-217_DR-I,Gypsy,LTR Retrotransposon
Gypsy-217_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-218_DR-I,Gypsy,LTR Retrotransposon
Gypsy-218_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-219_DR-I,Gypsy,LTR Retrotransposon
Gypsy-219_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-22-I_DR,Gypsy,LTR Retrotransposon
Gypsy-22-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-220_DR-I,Gypsy,LTR Retrotransposon
Gypsy-220_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-221_DR-I,Gypsy,LTR Retrotransposon
Gypsy-221_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-222_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-223_DR-I,Gypsy,LTR Retrotransposon
Gypsy-223_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-224_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-225_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-226_DR-I,Gypsy,LTR Retrotransposon
Gypsy-226_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-227_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-228_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-229_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-23-I_DR,Gypsy,LTR Retrotransposon
Gypsy-23-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-230_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-231_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-232_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-233_DR-I,Gypsy,LTR Retrotransposon
Gypsy-233_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-234_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-235_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-236B_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-236_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-237_DR-I,Gypsy,LTR Retrotransposon
Gypsy-237_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-238_DR-I,Gypsy,LTR Retrotransposon
Gypsy-238_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-239_DR-I,Gypsy,LTR Retrotransposon
Gypsy-239_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-24-I_DR,Gypsy,LTR Retrotransposon
Gypsy-24-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-240_DR-I,Gypsy,LTR Retrotransposon
Gypsy-240_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-241_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-242_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-243_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-244_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-245_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-246_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-247_DR-I,Gypsy,LTR Retrotransposon
Gypsy-247_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-248_DR-I,Gypsy,LTR Retrotransposon
Gypsy-248_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-249_DR-I,Gypsy,LTR Retrotransposon
Gypsy-249_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-25-I_DR,Gypsy,LTR Retrotransposon
Gypsy-25-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-250_DR-I,Gypsy,LTR Retrotransposon
Gypsy-250_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-251_DR-I,Gypsy,LTR Retrotransposon
Gypsy-251_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-26-I_DR,Gypsy,LTR Retrotransposon
Gypsy-26-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-27-I_DR,Gypsy,LTR Retrotransposon
Gypsy-27-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-28-I_DR,Gypsy,LTR Retrotransposon
Gypsy-28-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-28B-I_DR,Gypsy,LTR Retrotransposon
Gypsy-28B-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-28C_DR-I,Gypsy,LTR Retrotransposon
Gypsy-28C_DR-LTR,Gypsy,LTR Retrotransposon
Gypsy-29-I_DR,Gypsy,LTR Retrotransposon
Gypsy-29-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-30-I_DR,Gypsy,LTR Retrotransposon
Gypsy-30-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-31-I_DR,Gypsy,LTR Retrotransposon
Gypsy-31-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-32-I_DR,Gypsy,LTR Retrotransposon
Gypsy-32-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-33-I_DR,Gypsy,LTR Retrotransposon
Gypsy-33-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy-34-I_DR,Gypsy,LTR Retrotransposon
Gypsy-34-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy10-I_DR,Gypsy,LTR Retrotransposon
Gypsy10-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy100-I_DR,Gypsy,LTR Retrotransposon
Gypsy100-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy101-I_DR,Gypsy,LTR Retrotransposon
Gypsy101-LTRb_DR,Gypsy,LTR Retrotransposon
Gypsy101-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy101B-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy102-I_DR,Gypsy,LTR Retrotransposon
Gypsy102-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy103-I_Dr,Gypsy,LTR Retrotransposon
Gypsy103-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy104-I_Dr,Gypsy,LTR Retrotransposon
Gypsy104-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy105-I_Dr,Gypsy,LTR Retrotransposon
Gypsy105-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy106-I_DR,Gypsy,LTR Retrotransposon
Gypsy106-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy107-I_Dr,Gypsy,LTR Retrotransposon
Gypsy107-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy108-I_Dr,Gypsy,LTR Retrotransposon
Gypsy108-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy11-I_DR,Gypsy,LTR Retrotransposon
Gypsy11-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy112-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy116-I_DR,Gypsy,LTR Retrotransposon
Gypsy116-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy117-I_DR,Gypsy,LTR Retrotransposon
Gypsy117-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy118-I_DR,Gypsy,LTR Retrotransposon
Gypsy118-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy119-I_DR,Gypsy,LTR Retrotransposon
Gypsy119-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy12-I_DR,Gypsy,LTR Retrotransposon
Gypsy12-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy120-I_DR,Gypsy,LTR Retrotransposon
Gypsy120-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy121-I_DR,Gypsy,LTR Retrotransposon
Gypsy121-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy122-I_DR,Gypsy,LTR Retrotransposon
Gypsy122-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy123-I_DR,Gypsy,LTR Retrotransposon
Gypsy123-LTRb_DR,Gypsy,LTR Retrotransposon
Gypsy123-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy124-I_DR,Gypsy,LTR Retrotransposon
Gypsy124-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy127-I_DR,Gypsy,LTR Retrotransposon
Gypsy127-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy128-I_DR,Gypsy,LTR Retrotransposon
Gypsy128-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy13-I_DR,Gypsy,LTR Retrotransposon
Gypsy13-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy132-I_DR,Gypsy,LTR Retrotransposon
Gypsy132-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy133-I_DR,Gypsy,LTR Retrotransposon
Gypsy133-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy134-I_DR,Gypsy,LTR Retrotransposon
Gypsy134-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy135-I_DR,Gypsy,LTR Retrotransposon
Gypsy135-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy136-I_DR,Gypsy,LTR Retrotransposon
Gypsy136-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy137-I_DR,Gypsy,LTR Retrotransposon
Gypsy137-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy138-I_DR,Gypsy,LTR Retrotransposon
Gypsy138-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy139-I_DR,Gypsy,LTR Retrotransposon
Gypsy139-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy140-I_DR,Gypsy,LTR Retrotransposon
Gypsy140-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy141-I_DR,Gypsy,LTR Retrotransposon
Gypsy141-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy142-I_DR,Gypsy,LTR Retrotransposon
Gypsy142-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy143-I_DR,Gypsy,LTR Retrotransposon
Gypsy143-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy144-I_DR,Gypsy,LTR Retrotransposon
Gypsy144-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy145-I_DR,Gypsy,LTR Retrotransposon
Gypsy145-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy146-I_DR,Gypsy,LTR Retrotransposon
Gypsy146-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy147-I_DR,Gypsy,LTR Retrotransposon
Gypsy147-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy148-I_DR,Gypsy,LTR Retrotransposon
Gypsy148-LTRb_DR,Gypsy,LTR Retrotransposon
Gypsy148-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy149-I_DR,Gypsy,LTR Retrotransposon
Gypsy149-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy150-I_DR,Gypsy,LTR Retrotransposon
Gypsy150-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy151-I_DR,Gypsy,LTR Retrotransposon
Gypsy151-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy152-I_DR,Gypsy,LTR Retrotransposon
Gypsy152-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy152B-I_DR,Gypsy,LTR Retrotransposon
Gypsy152B-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy153-I_DR,Gypsy,LTR Retrotransposon
Gypsy153-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy155-I_DR,Gypsy,LTR Retrotransposon
Gypsy155-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy156-I_DR,Gypsy,LTR Retrotransposon
Gypsy156-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy157-I_DR,Gypsy,LTR Retrotransposon
Gypsy157-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy158-I_DR,Gypsy,LTR Retrotransposon
Gypsy158-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy159-I_DR,Gypsy,LTR Retrotransposon
Gypsy159-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy160-I_DR,Gypsy,LTR Retrotransposon
Gypsy160-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy161-I_DR,Gypsy,LTR Retrotransposon
Gypsy161-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy163-I_DR,Gypsy,LTR Retrotransposon
Gypsy163-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy164-I_DR,Gypsy,LTR Retrotransposon
Gypsy164-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy164B-I_DR,Gypsy,LTR Retrotransposon
Gypsy172-I_Dr,Gypsy,LTR Retrotransposon
Gypsy172-LTR_Dr,Gypsy,LTR Retrotransposon
Gypsy35-I_DR,Gypsy,LTR Retrotransposon
Gypsy35-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy36-I_DR,Gypsy,LTR Retrotransposon
Gypsy36-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy37-I_DR,Gypsy,LTR Retrotransposon
Gypsy37-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy38-I_DR,Gypsy,LTR Retrotransposon
Gypsy38-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy39-I_DR,Gypsy,LTR Retrotransposon
Gypsy39-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy39B-LTR_DR,Gypsy,LTR Retrotransposon
GYPSY3I_DR,Gypsy,LTR Retrotransposon
GYPSY3LTR_DR,Gypsy,LTR Retrotransposon
Gypsy4-I_DR,Gypsy,LTR Retrotransposon
Gypsy4-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy40-I_DR,Gypsy,LTR Retrotransposon
Gypsy40-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy41-I_DR,Gypsy,LTR Retrotransposon
Gypsy41-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy42-I_DR,Gypsy,LTR Retrotransposon
Gypsy42-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy42B-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy43-I_DR,Gypsy,LTR Retrotransposon
Gypsy43-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy44-I_DR,Gypsy,LTR Retrotransposon
Gypsy44-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy45-I_DR,Gypsy,LTR Retrotransposon
Gypsy45-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy46-I_DR,Gypsy,LTR Retrotransposon
Gypsy46-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy47-I_DR,Gypsy,LTR Retrotransposon
Gypsy47-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy48-I_DR,Gypsy,LTR Retrotransposon
Gypsy48_LTR_DR,Gypsy,LTR Retrotransposon
Gypsy49-I_DR,Gypsy,LTR Retrotransposon
Gypsy49-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy50-I_DR,Gypsy,LTR Retrotransposon
Gypsy50-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy51-I_DR,Gypsy,LTR Retrotransposon
Gypsy51-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy52-I_DR,Gypsy,LTR Retrotransposon
Gypsy52-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy53-I_DR,Gypsy,LTR Retrotransposon
Gypsy53-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy54-I_DR,Gypsy,LTR Retrotransposon
Gypsy54-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy55-I_DR,Gypsy,LTR Retrotransposon
Gypsy55-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy56-I_DR,Gypsy,LTR Retrotransposon
Gypsy56-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy57-I_DR,Gypsy,LTR Retrotransposon
Gypsy57-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy58-I_DR,Gypsy,LTR Retrotransposon
Gypsy58-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy59-I_DR,Gypsy,LTR Retrotransposon
Gypsy59-LTR_DR,Gypsy,LTR Retrotransposon
GYPSY5I_DR,Gypsy,LTR Retrotransposon
GYPSY5LTR_DR,Gypsy,LTR Retrotransposon
Gypsy6-I_DR,Gypsy,LTR Retrotransposon
Gypsy6-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy60-I_DR,Gypsy,LTR Retrotransposon
Gypsy60-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy61-I_DR,Gypsy,LTR Retrotransposon
Gypsy61-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy62-I_DR,Gypsy,LTR Retrotransposon
Gypsy62-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy63-I_DR,Gypsy,LTR Retrotransposon
Gypsy63-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy64-I_DR,Gypsy,LTR Retrotransposon
Gypsy64-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy65-I_DR,Gypsy,LTR Retrotransposon
Gypsy65-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy66-I_DR,Gypsy,LTR Retrotransposon
Gypsy66-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy67-I_DR,Gypsy,LTR Retrotransposon
Gypsy67-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy68-I_DR,Gypsy,LTR Retrotransposon
Gypsy68-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy69-I_DR,Gypsy,LTR Retrotransposon
Gypsy69-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy7-I_DR,Gypsy,LTR Retrotransposon
Gypsy7-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy70-I_DR,Gypsy,LTR Retrotransposon
Gypsy70-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy71-I_DR,Gypsy,LTR Retrotransposon
Gypsy71-LTR_DR,Gypsy,LTR Retrotransposon
Gypsy72-I_DR,Gypsy,LTR Retrotransposon
